Client,Products,Target
Alla    ,Bananas Milk Onion,positive
Hilary  ,Pepper Eris Salt,negative
Dorophy ,Vodka Cheese Pepper,positive
Chloe   ,Bread Fries Water,negative
Alla    ,Salt Beer Water,negative
Dorophy ,Vine Salt Cigar,negative
Filona  ,Salo Bananas Salt,negative
Chloe   ,Bread Beer Vine,negative
Sophy   ,Salt Cream Water,positive
Chloe   ,Cheese Salo Onion,positive
Ira     ,Fries Onion Pepper,negative
Gina    ,Vodka Sweet Water,negative
Sophy   ,Salo Milk Beer,positive
Chloe   ,Milk Abritos Iogurt,positive
Ira     ,Bread Vine Cream,positive
Ira     ,Iogurt Bread Cheese,positive
Filona  ,Vine Kefir Salt,positive
Emma    ,Water Fries Sweet,negative
Gina    ,Cheese Vodka Iogurt,positive
Dorophy ,Vine Abritos Cream,positive
Sophy   ,Sweet Onion Iogurt,positive
Ann     ,Pepper Vodka Vine,negative
Emma    ,Salt Sugar Vine,negative
Chloe   ,Bananas Water Sugar,negative
Emma    ,Fries Vine Beer,negative
Gina    ,Abritos Sugar Eris,negative
Filona  ,Vine Abritos Iogurt,positive
Ira     ,Eris Fries Iogurt,positive
Gina    ,Pepper Sweet Cigar,negative
Emma    ,Beer Water Eris,negative
Alla    ,Iogurt Sweet Bananas,positive
Dorophy ,Vodka Abritos Cheese,positive
Filona  ,Cheese Vodka Iogurt,positive
Alla    ,Kefir Iogurt Salt,positive
Dorophy ,Salo Cream Pepper,positive
Sophy   ,Kefir Cream Iogurt,positive
Dorophy ,Salt Onion Salo,negative
Alla    ,Sugar Salo Fries,negative
Gina    ,Kefir Fries Onion,positive
Emma    ,Cream Bread Milk,positive
Ann     ,Cheese Bread Abritos,positive
Emma    ,Water Pepper Kefir,positive
Filona  ,Cream Vine Iogurt,positive
Sophy   ,Fries Onion Eris,negative
Alla    ,Onion Eris Vodka,negative
Emma    ,Salt Abritos Onion,negative
Ira     ,Water Iogurt Cigar,positive
Ira     ,Salo Abritos Vine,negative
Emma    ,Pepper Vine Cigar,negative
Filona  ,Pepper Cigar Salt,negative
Gina    ,Onion Cream Cigar,positive
Sophy   ,Eris Cigar Fries,negative
Alla    ,Abritos Water Onion,negative
Dorophy ,Eris Sugar Beer,negative
Ira     ,Sweet Vodka Milk,positive
Chloe   ,Eris Cheese Milk,positive
Alla    ,Sweet Fries Cheese,positive
Emma    ,Cheese Kefir Salt,positive
Chloe   ,Vine Onion Sweet,negative
Ira     ,Sweet Eris Vodka,negative
Ann     ,Kefir Vine Bread,positive
Ira     ,Fries Water Salo,negative
Dorophy ,Abritos Bananas Bread,negative
Hilary  ,Abritos Onion Vine,negative
Sophy   ,Vine Kefir Cigar,positive
Filona  ,Bread Onion Sugar,negative
Ann     ,Milk Kefir Fries,positive
Dorophy ,Pepper Beer Salt,negative
Emma    ,Cigar Abritos Fries,negative
Chloe   ,Abritos Cheese Fries,positive
Gina    ,Iogurt Kefir Pepper,positive
Emma    ,Cigar Cheese Water,positive
Alla    ,Beer Water Abritos,negative
Gina    ,Cheese Fries Sweet,positive
Alla    ,Bananas Milk Vine,positive
Alla    ,Beer Salo Vodka,negative
Sophy   ,Milk Cigar Sugar,positive
Filona  ,Cream Eris Cheese,positive
Filona  ,Sweet Cheese Vine,positive
Hilary  ,Cream Vine Cigar,positive
Ira     ,Vine Salo Sugar,negative
Chloe   ,Cigar Sugar Eris,negative
Emma    ,Sugar Cigar Pepper,negative
Dorophy ,Fries Salt Cheese,positive
Gina    ,Beer Cream Cheese,positive
Emma    ,Vine Bread Cream,positive
Alla    ,Salo Bananas Beer,negative
Alla    ,Vine Water Beer,negative
Hilary  ,Bananas Sweet Milk,positive
Gina    ,Cigar Vodka Sweet,negative
Emma    ,Milk Vodka Eris,positive
Sophy   ,Salt Beer Eris,negative
Chloe   ,Cigar Onion Eris,negative
Hilary  ,Salt Bananas Salo,negative
Ira     ,Sweet Iogurt Fries,positive
Dorophy ,Milk Eris Salo,positive
Ira     ,Cream Bread Cheese,positive
Filona  ,Milk Iogurt Abritos,positive
Emma    ,Fries Salo Vine,negative
Ann     ,Salt Beer Fries,negative
Gina    ,Salt Sweet Eris,negative
Hilary  ,Fries Sweet Salo,negative
Ann     ,Onion Sweet Vine,negative
Chloe   ,Fries Cream Sugar,positive
Chloe   ,Pepper Milk Fries,positive
Ira     ,Onion Kefir Cheese,positive
Dorophy ,Cheese Onion Cream,positive
Emma    ,Cheese Bread Onion,positive
Emma    ,Salo Vine Water,negative
Filona  ,Cheese Salt Beer,positive
Chloe   ,Salo Sugar Cheese,positive
Chloe   ,Cheese Vine Water,positive
Alla    ,Bananas Salt Onion,negative
Emma    ,Vodka Abritos Cream,positive
Emma    ,Salo Milk Water,positive
Hilary  ,Fries Bananas Abritos,negative
Hilary  ,Eris Kefir Cream,positive
Chloe   ,Vodka Eris Bananas,negative
Filona  ,Iogurt Milk Eris,positive
Ira     ,Vine Salt Bananas,negative
Alla    ,Vodka Fries Beer,negative
Chloe   ,Iogurt Kefir Cheese,positive
Emma    ,Sweet Cheese Pepper,positive
Filona  ,Bread Vodka Eris,negative
Hilary  ,Sugar Salt Cheese,positive
Sophy   ,Water Pepper Vodka,negative
Chloe   ,Sugar Vine Iogurt,positive
Sophy   ,Pepper Vodka Bananas,negative
Hilary  ,Sweet Fries Cheese,positive
Chloe   ,Bananas Onion Iogurt,positive
Ann     ,Pepper Sugar Vodka,negative
Gina    ,Cheese Sugar Kefir,positive
Alla    ,Bananas Milk Cheese,positive
Sophy   ,Vodka Eris Bread,negative
Ann     ,Vodka Iogurt Pepper,positive
Ann     ,Beer Cheese Sugar,positive
Hilary  ,Fries Milk Bread,positive
Ira     ,Milk Eris Salt,positive
Alla    ,Fries Iogurt Vodka,positive
Ira     ,Vine Sugar Abritos,negative
Emma    ,Salt Milk Abritos,positive
Ira     ,Salt Bread Sweet,negative
Sophy   ,Kefir Abritos Vodka,positive
Ann     ,Iogurt Salo Milk,positive
Filona  ,Bread Vine Cheese,positive
Ira     ,Beer Vine Bananas,negative
Emma    ,Abritos Vine Water,negative
Sophy   ,Pepper Water Kefir,positive
Ira     ,Pepper Vodka Sugar,negative
Gina    ,Vodka Onion Cigar,negative
Alla    ,Milk Pepper Cheese,positive
Dorophy ,Beer Pepper Bread,negative
Ann     ,Cream Vodka Milk,positive
Sophy   ,Vine Pepper Fries,negative
Alla    ,Salo Beer Iogurt,positive
Sophy   ,Kefir Milk Cream,positive
Hilary  ,Cheese Milk Vodka,positive
Chloe   ,Vodka Sugar Bananas,negative
Ira     ,Water Milk Vodka,positive
Gina    ,Eris Iogurt Pepper,positive
Alla    ,Vine Eris Bread,negative
Filona  ,Bread Beer Onion,negative
Ann     ,Cigar Sweet Kefir,positive
Alla    ,Bread Vine Milk,positive
Alla    ,Salo Bread Pepper,negative
Sophy   ,Vine Onion Bananas,negative
Dorophy ,Water Cigar Kefir,positive
Filona  ,Salt Beer Sugar,negative
Sophy   ,Milk Bread Salt,positive
Alla    ,Onion Sweet Abritos,negative
Filona  ,Beer Milk Vodka,positive
Alla    ,Onion Water Cigar,negative
Chloe   ,Fries Eris Onion,negative
Gina    ,Bread Salt Cheese,positive
Chloe   ,Salo Onion Sweet,negative
Ira     ,Bread Beer Sugar,negative
Hilary  ,Salt Iogurt Water,positive
Emma    ,Vine Cream Water,positive
Alla    ,Kefir Sugar Milk,positive
Gina    ,Salo Kefir Abritos,positive
Alla    ,Kefir Iogurt Cigar,positive
Chloe   ,Kefir Bananas Cigar,positive
Sophy   ,Sugar Milk Vine,positive
Dorophy ,Cheese Vodka Bread,positive
Hilary  ,Cheese Kefir Milk,positive
Gina    ,Kefir Eris Pepper,positive
Gina    ,Salo Salt Water,negative
Ann     ,Salo Beer Fries,negative
Dorophy ,Vine Eris Bananas,negative
Hilary  ,Abritos Sweet Onion,negative
Ann     ,Beer Onion Cigar,negative
Sophy   ,Vodka Pepper Salo,negative
Ira     ,Salt Fries Sugar,negative
Sophy   ,Beer Sweet Salo,negative
Dorophy ,Onion Beer Iogurt,positive
Emma    ,Vodka Beer Vine,negative
Ann     ,Eris Iogurt Sugar,positive
Alla    ,Onion Salo Sweet,negative
Gina    ,Bread Eris Fries,negative
Filona  ,Water Fries Beer,negative
Gina    ,Sugar Water Kefir,positive
Sophy   ,Cigar Bread Cream,positive
Emma    ,Eris Vine Fries,negative
Ira     ,Fries Salt Sugar,negative
Ira     ,Vine Bread Iogurt,positive
Filona  ,Salt Sweet Bananas,negative
Gina    ,Cigar Iogurt Bread,positive
Sophy   ,Pepper Sugar Fries,negative
Filona  ,Sweet Water Salo,negative
Emma    ,Vodka Water Iogurt,positive
Emma    ,Iogurt Pepper Beer,positive
Hilary  ,Eris Fries Onion,negative
Filona  ,Salt Water Vine,negative
Sophy   ,Salo Milk Vine,positive
Sophy   ,Salt Sugar Vine,negative
Sophy   ,Salt Pepper Kefir,positive
Ann     ,Water Vine Vodka,negative
Ira     ,Beer Bananas Sweet,negative
Emma    ,Vodka Salt Cheese,positive
Ann     ,Bread Eris Cream,positive
Filona  ,Vodka Salo Cigar,negative
Alla    ,Sweet Iogurt Abritos,positive
Hilary  ,Cigar Beer Iogurt,positive
Ira     ,Beer Kefir Salo,positive
Alla    ,Vine Pepper Bananas,negative
Gina    ,Beer Salt Vodka,negative
Ira     ,Water Bananas Pepper,negative
Filona  ,Fries Cheese Eris,positive
Chloe   ,Cheese Eris Salt,positive
Gina    ,Bananas Vine Water,negative
Gina    ,Sugar Cigar Vodka,negative
Chloe   ,Vodka Abritos Pepper,negative
Sophy   ,Sweet Eris Abritos,negative
Chloe   ,Cheese Fries Onion,positive
Ann     ,Eris Sugar Vodka,negative
Sophy   ,Salo Kefir Iogurt,positive
Alla    ,Salt Iogurt Beer,positive
Hilary  ,Cheese Iogurt Eris,positive
Hilary  ,Sweet Kefir Vodka,positive
Sophy   ,Bananas Water Abritos,negative
Filona  ,Salt Milk Sugar,positive
Ira     ,Bananas Milk Abritos,positive
Ann     ,Iogurt Salo Salt,positive
Filona  ,Abritos Milk Vodka,positive
Ira     ,Pepper Bread Beer,negative
Gina    ,Vodka Salt Abritos,negative
Gina    ,Sugar Vine Abritos,negative
Ann     ,Salt Beer Bread,negative
Emma    ,Sweet Iogurt Vine,positive
Ira     ,Vine Cigar Sweet,negative
Filona  ,Sweet Kefir Beer,positive
Emma    ,Kefir Cheese Iogurt,positive
Sophy   ,Vine Abritos Onion,negative
Ira     ,Cigar Bread Salo,negative
Gina    ,Eris Abritos Cream,positive
Ann     ,Sugar Eris Milk,positive
Sophy   ,Vodka Eris Cheese,positive
Ira     ,Pepper Cheese Cream,positive
Filona  ,Milk Abritos Bananas,positive
Ann     ,Water Cigar Eris,negative
Sophy   ,Cheese Cream Eris,positive
Alla    ,Vine Abritos Iogurt,positive
Filona  ,Bread Cheese Sweet,positive
Hilary  ,Beer Vodka Cigar,negative
Emma    ,Cigar Sugar Onion,negative
Emma    ,Bread Onion Salo,negative
Ann     ,Pepper Fries Salo,negative
Alla    ,Salo Bread Vodka,negative
Emma    ,Iogurt Pepper Beer,positive
Sophy   ,Fries Salo Abritos,negative
Emma    ,Salt Vine Kefir,positive
Chloe   ,Salo Vine Milk,positive
Filona  ,Iogurt Salo Vodka,positive
Gina    ,Bananas Salt Kefir,positive
Hilary  ,Salo Salt Vodka,negative
Dorophy ,Vine Cigar Onion,negative
Emma    ,Milk Salo Abritos,positive
Sophy   ,Cigar Water Salt,negative
Emma    ,Abritos Salo Cigar,negative
Hilary  ,Cream Vine Bananas,positive
Alla    ,Bananas Vodka Onion,negative
Hilary  ,Cigar Salt Cheese,positive
Filona  ,Iogurt Bananas Pepper,positive
Chloe   ,Sweet Onion Salo,negative
Sophy   ,Bananas Salt Pepper,negative
Ira     ,Beer Water Cigar,negative
Gina    ,Salo Vine Fries,negative
Alla    ,Cigar Onion Kefir,positive
Ira     ,Cigar Iogurt Abritos,positive
Hilary  ,Sweet Water Vodka,negative
Filona  ,Kefir Water Sugar,positive
Dorophy ,Sugar Beer Vodka,negative
Sophy   ,Bread Vine Onion,negative
Filona  ,Onion Vodka Bananas,negative
Alla    ,Abritos Eris Beer,negative
Emma    ,Cream Fries Water,positive
Ira     ,Milk Salt Beer,positive
Dorophy ,Abritos Onion Water,negative
Chloe   ,Iogurt Sugar Pepper,positive
Gina    ,Salo Water Kefir,positive
Ira     ,Pepper Abritos Bread,negative
Hilary  ,Vine Onion Water,negative
Filona  ,Onion Bananas Milk,positive
Alla    ,Water Eris Bread,negative
Gina    ,Eris Salt Water,negative
Ann     ,Eris Abritos Cigar,negative
Hilary  ,Sweet Eris Cream,positive
Sophy   ,Beer Iogurt Bread,positive
Emma    ,Iogurt Vine Pepper,positive
Filona  ,Vodka Milk Beer,positive
Alla    ,Water Sugar Iogurt,positive
Hilary  ,Cream Bread Vodka,positive
Hilary  ,Salo Bananas Beer,negative
Dorophy ,Bread Eris Kefir,positive
Filona  ,Fries Bananas Eris,negative
Sophy   ,Water Cheese Bread,positive
Ira     ,Sugar Vodka Fries,negative
Gina    ,Beer Iogurt Bread,positive
Ira     ,Salt Sweet Bread,negative
Ann     ,Onion Salt Abritos,negative
Dorophy ,Cigar Eris Beer,negative
Dorophy ,Vodka Water Iogurt,positive
Hilary  ,Sweet Milk Sugar,positive
Gina    ,Fries Water Eris,negative
Alla    ,Beer Onion Fries,negative
Filona  ,Kefir Fries Abritos,positive
Sophy   ,Water Bread Salt,negative
Alla    ,Sugar Vine Cream,positive
Emma    ,Vodka Eris Salt,negative
Sophy   ,Abritos Beer Sugar,negative
Filona  ,Eris Beer Cream,positive
Filona  ,Cigar Cream Beer,positive
Emma    ,Eris Cream Salt,positive
Ann     ,Abritos Pepper Cream,positive
Sophy   ,Bananas Fries Salt,negative
Ira     ,Eris Milk Bananas,positive
Emma    ,Eris Vodka Vine,negative
Sophy   ,Bread Salo Cigar,negative
Gina    ,Kefir Bread Eris,positive
Alla    ,Bananas Water Cheese,positive
Ann     ,Salo Salt Milk,positive
Alla    ,Pepper Vodka Cigar,negative
Alla    ,Onion Vine Cream,positive
Ann     ,Iogurt Water Sugar,positive
Hilary  ,Eris Fries Vine,negative
Dorophy ,Cheese Bananas Vodka,positive
Ira     ,Water Bread Sweet,negative
Chloe   ,Cheese Beer Cigar,positive
Filona  ,Cheese Vodka Cream,positive
Dorophy ,Bananas Milk Onion,positive
Ann     ,Cream Sugar Kefir,positive
Dorophy ,Cheese Cream Water,positive
Filona  ,Kefir Cigar Sugar,positive
Filona  ,Cream Milk Iogurt,positive
Chloe   ,Vine Salt Abritos,negative
Alla    ,Fries Sugar Vodka,negative
Gina    ,Bread Cheese Salo,positive
Sophy   ,Bread Kefir Salo,positive
Ira     ,Salo Cheese Sugar,positive
Chloe   ,Sweet Vodka Bananas,negative
Dorophy ,Pepper Fries Cream,positive
Gina    ,Bread Sugar Kefir,positive
Filona  ,Cheese Bananas Kefir,positive
Sophy   ,Onion Sugar Bread,negative
Gina    ,Vine Abritos Water,negative
Ira     ,Water Vine Fries,negative
Gina    ,Milk Bread Cream,positive
Gina    ,Bread Cream Onion,positive
Chloe   ,Vine Abritos Cigar,negative
Ira     ,Pepper Sugar Beer,negative
Ira     ,Salo Bananas Milk,positive
Sophy   ,Cheese Cigar Abritos,positive
Alla    ,Onion Cigar Abritos,negative
Sophy   ,Salo Cream Fries,positive
Sophy   ,Fries Abritos Vine,negative
Dorophy ,Kefir Onion Vine,positive
Filona  ,Cheese Pepper Salo,positive
Dorophy ,Eris Sweet Cheese,positive
Ann     ,Bread Cheese Salo,positive
Emma    ,Salt Cream Iogurt,positive
Sophy   ,Onion Kefir Pepper,positive
Hilary  ,Sweet Sugar Bread,negative
Gina    ,Water Sweet Kefir,positive
Hilary  ,Abritos Onion Bananas,negative
Chloe   ,Bread Iogurt Vine,positive
Hilary  ,Cigar Abritos Sugar,negative
Ann     ,Pepper Salt Abritos,negative
Gina    ,Abritos Vine Milk,positive
Alla    ,Sweet Eris Pepper,negative
Emma    ,Cheese Water Cigar,positive
Gina    ,Sweet Onion Abritos,negative
Emma    ,Sweet Cigar Abritos,negative
Sophy   ,Sugar Cheese Eris,positive
Ira     ,Milk Vodka Water,positive
Emma    ,Milk Vodka Bananas,positive
Ira     ,Kefir Salt Milk,positive
Ira     ,Eris Bananas Cream,positive
Ann     ,Iogurt Kefir Water,positive
Ira     ,Fries Salo Onion,negative
Dorophy ,Pepper Eris Salo,negative
Ann     ,Sweet Cheese Milk,positive
Dorophy ,Vine Sugar Bread,negative
Dorophy ,Iogurt Sweet Bread,positive
Ira     ,Cheese Salt Sweet,positive
Filona  ,Abritos Cream Fries,positive
Gina    ,Sweet Abritos Iogurt,positive
Chloe   ,Milk Beer Sugar,positive
Ira     ,Salt Eris Vine,negative
Filona  ,Iogurt Eris Sweet,positive
Ann     ,Bread Salt Salo,negative
Emma    ,Vine Sweet Kefir,positive
Dorophy ,Water Vine Abritos,negative
Gina    ,Bread Sugar Eris,negative
Sophy   ,Kefir Sweet Vine,positive
Dorophy ,Pepper Water Salo,negative
Sophy   ,Kefir Milk Onion,positive
Alla    ,Abritos Sweet Fries,negative
Sophy   ,Sweet Kefir Bread,positive
Gina    ,Kefir Water Onion,positive
Ira     ,Milk Sweet Pepper,positive
Gina    ,Bread Abritos Sugar,negative
Gina    ,Bread Cigar Abritos,negative
Gina    ,Vodka Eris Sweet,negative
Dorophy ,Cigar Water Vine,negative
Filona  ,Cheese Salo Onion,positive
Ann     ,Pepper Sweet Bananas,negative
Ira     ,Onion Salo Salt,negative
Sophy   ,Fries Pepper Kefir,positive
Ira     ,Water Bread Fries,negative
Hilary  ,Cigar Eris Pepper,negative
Sophy   ,Fries Salt Bananas,negative
Chloe   ,Kefir Onion Beer,positive
Filona  ,Bananas Sweet Sugar,negative
Alla    ,Milk Vodka Fries,positive
Alla    ,Water Vine Sugar,negative
Chloe   ,Sugar Vine Salo,negative
Gina    ,Iogurt Vodka Sugar,positive
Sophy   ,Cream Eris Fries,positive
Ann     ,Beer Sugar Vine,negative
Chloe   ,Water Cigar Salt,negative
Gina    ,Iogurt Salt Cigar,positive
Gina    ,Milk Cheese Eris,positive
Ira     ,Abritos Onion Cream,positive
Dorophy ,Sugar Water Kefir,positive
Filona  ,Salt Pepper Sugar,negative
Emma    ,Pepper Beer Onion,negative
Ira     ,Salo Cream Water,positive
Chloe   ,Bread Water Sugar,negative
Alla    ,Onion Milk Cigar,positive
Filona  ,Cigar Kefir Cream,positive
Dorophy ,Eris Vine Abritos,negative
Chloe   ,Abritos Vine Bananas,negative
Alla    ,Vodka Sugar Cigar,negative
Dorophy ,Salo Vine Onion,negative
Sophy   ,Kefir Salt Fries,positive
Hilary  ,Kefir Pepper Bread,positive
Filona  ,Vine Bread Eris,negative
Ann     ,Eris Kefir Fries,positive
Hilary  ,Pepper Cigar Sweet,negative
Alla    ,Vodka Bananas Fries,negative
Filona  ,Onion Sugar Sweet,negative
Sophy   ,Milk Iogurt Fries,positive
Dorophy ,Salt Bread Eris,negative
Emma    ,Kefir Onion Bananas,positive
Emma    ,Sweet Iogurt Eris,positive
Ira     ,Sweet Salt Cheese,positive
Filona  ,Abritos Water Iogurt,positive
Sophy   ,Cream Cheese Salo,positive
Emma    ,Vodka Eris Water,negative
Emma    ,Beer Water Salt,negative
Emma    ,Eris Pepper Sweet,negative
Hilary  ,Sweet Iogurt Pepper,positive
Dorophy ,Abritos Kefir Pepper,positive
Ann     ,Pepper Eris Salt,negative
Alla    ,Bananas Sugar Iogurt,positive
Filona  ,Pepper Eris Bread,negative
Ira     ,Sugar Vine Milk,positive
Hilary  ,Bananas Beer Cheese,positive
Alla    ,Onion Eris Cheese,positive
Emma    ,Water Salo Fries,negative
Ann     ,Iogurt Cream Cigar,positive
Alla    ,Bread Fries Pepper,negative
Dorophy ,Cheese Abritos Water,positive
Gina    ,Water Iogurt Pepper,positive
Filona  ,Milk Water Kefir,positive
Alla    ,Cheese Cigar Beer,positive
Hilary  ,Sugar Cream Water,positive
Chloe   ,Bread Salo Bananas,negative
Gina    ,Onion Bread Salt,negative
Gina    ,Sweet Salt Water,negative
Gina    ,Vine Fries Milk,positive
Filona  ,Kefir Sweet Fries,positive
Alla    ,Cream Cigar Bananas,positive
Ann     ,Water Milk Abritos,positive
Ira     ,Cheese Pepper Bananas,positive
Emma    ,Sweet Pepper Vodka,negative
Emma    ,Iogurt Bread Eris,positive
Ann     ,Iogurt Bananas Sweet,positive
Ann     ,Bread Fries Pepper,negative
Alla    ,Beer Iogurt Salo,positive
Dorophy ,Vine Beer Pepper,negative
Filona  ,Salo Vodka Abritos,negative
Ann     ,Iogurt Salo Water,positive
Chloe   ,Eris Cheese Sweet,positive
Filona  ,Bananas Sugar Fries,negative
Chloe   ,Cigar Bananas Water,negative
Ira     ,Sweet Bananas Pepper,negative
Emma    ,Cheese Bananas Salt,positive
Ira     ,Salo Sweet Eris,negative
Alla    ,Cream Salt Onion,positive
Filona  ,Salo Water Cigar,negative
Chloe   ,Sweet Salo Pepper,negative
Gina    ,Sweet Bread Onion,negative
Alla    ,Cheese Bread Salt,positive
Filona  ,Sugar Cigar Kefir,positive
Filona  ,Vodka Bananas Beer,negative
Ira     ,Cigar Iogurt Fries,positive
Ann     ,Water Cream Pepper,positive
Gina    ,Bread Cheese Vine,positive
Chloe   ,Cream Water Eris,positive
Filona  ,Bread Milk Sweet,positive
Dorophy ,Onion Eris Cream,positive
Chloe   ,Abritos Vodka Milk,positive
Sophy   ,Eris Bread Onion,negative
Dorophy ,Cigar Cheese Fries,positive
Alla    ,Salt Fries Cream,positive
Dorophy ,Onion Bread Pepper,negative
Ann     ,Iogurt Pepper Sweet,positive
Chloe   ,Sugar Vodka Kefir,positive
Chloe   ,Vine Fries Beer,negative
Dorophy ,Cigar Sugar Kefir,positive
Alla    ,Cheese Fries Bananas,positive
Gina    ,Vine Iogurt Fries,positive
Emma    ,Eris Beer Iogurt,positive
Filona  ,Bread Abritos Eris,negative
Hilary  ,Iogurt Fries Beer,positive
Ira     ,Bread Milk Water,positive
Gina    ,Fries Bananas Water,negative
Filona  ,Cigar Cheese Water,positive
Gina    ,Sugar Cigar Sweet,negative
Alla    ,Onion Vine Cigar,negative
Filona  ,Fries Beer Vodka,negative
Ann     ,Cream Water Pepper,positive
Ann     ,Cheese Cigar Milk,positive
Ira     ,Eris Bread Cream,positive
Dorophy ,Abritos Eris Cheese,positive
Chloe   ,Onion Water Vine,negative
Ann     ,Bananas Bread Water,negative
Filona  ,Beer Fries Cigar,negative
Dorophy ,Cheese Milk Vine,positive
Alla    ,Cigar Eris Salo,negative
Ira     ,Cream Abritos Sugar,positive
Filona  ,Eris Vodka Sweet,negative
Ann     ,Kefir Vodka Cheese,positive
Gina    ,Cream Cigar Sugar,positive
Hilary  ,Cigar Eris Water,negative
Filona  ,Abritos Onion Salt,negative
Ann     ,Abritos Sugar Onion,negative
Emma    ,Kefir Eris Sweet,positive
Gina    ,Fries Onion Salo,negative
Gina    ,Cigar Cream Cheese,positive
Emma    ,Bread Onion Iogurt,positive
Chloe   ,Kefir Pepper Vine,positive
Sophy   ,Cigar Salo Sugar,negative
Alla    ,Cheese Cream Milk,positive
Alla    ,Cream Cheese Kefir,positive
Chloe   ,Pepper Cigar Salo,negative
Dorophy ,Salo Abritos Kefir,positive
Alla    ,Iogurt Water Bread,positive
Hilary  ,Bread Sweet Vine,negative
Alla    ,Sweet Cheese Salt,positive
Gina    ,Pepper Cigar Sweet,negative
Hilary  ,Salo Vine Onion,negative
Gina    ,Water Abritos Cigar,negative
